date_scraped,text,url
4/8/2026 21:51,Magaalada Muqdisho waxaa si rasmi ah looga daah-furay shirkadda Caalamiga ee Green World oo caan ku ah soo saarista da... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,"Kiis yaab leh: Albaabadu waa xirnaayeen, haddana waa la dilay: Sirta ka dambaysa masiibadii Mogadishu | Ma qoyskeeda m... Wax badan arag",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Degdeg: Dagaal culus ayaa ka socda magaalada Marka . Ciidan ka kala tirsan labada beel ee aaga ku loolama inta badan ayaa isku qabsadey muran ka dhashey jaad la leexsadey. Dadka ayaa beer dhulka ku haya .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Degdeg: Diyaarad dad shacab ah u qaadi rabtey Dhoobley oo dowladu ku amartey inay ku badasho askar loo qaadayo Buurhak... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Degdeg: Ciidanka badbaadada KG oo buurkahaba ku soo bandhigey tiro & cudud ciidan . ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,DEGDEG: Muuqaal hada ah oo muujinaya ciidanka badbaadada koonfur Galbeed oo hada kasoo degey Buurhakaba kuwaas oo gaar... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Wasiirka waa iga qosliyay . Muxuu yiri cimrada anigoo jira ayaa Facebook la iga jabsadey ee Isma casilin. ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Askari laga celinayaa nin uu rabo inuu aaqiro u diro . Wadaadka khamiiska xiran waa dedaalay.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Muqdisho Eida waa jawi isku soo baxey.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,"Degdeg. Degmada Waajid ee Gobolka Bakool, oo uu kasoo jeedo Wasiirka Dekadaha iyo Gaadiidka Badda JFS oo dadku isku soo baxeen.",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Degdeg:- Ciidanka badbaadada Koonfur Galbeed oo cambaareeyay duulaan dad shacab ah lagu waxyeelayay oo ay fuliyeen cii... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Somnet & qiima dhimis fursad dahab ah Eida aawgeed . Halaga faa'iideysto. ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Deg Deg : Akram Sweets waxay si rasmi ah u furtay xarunteedii 3aad oo ku taalla Kifaax Business Park – Luqa Mesaarida!... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,"Illaa la kala adkaado ragan isma fahmi karaan , bahasha “Who are you ayay mareysaa “",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,".عيد مبارك، كل عام وأنتم بخير Qorshahaaga maalmaha Ciida maku darsatay in aad adiga iyo qoyskaaga aad farxada ku wada ... Wax badan arag",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,𝗚𝗹𝗼𝗯𝗮𝗹 𝗙𝗲𝗿𝘁𝗶𝗹𝗶𝘁𝘆 𝗖𝗲𝗻𝘁𝗲𝗿 oo ciid siisay carruurta ku dhalatay xaruunta.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,DEGDEG Wasiir ku xigeenka Wasaaradda Qorsheynta XFS Maxamed Aadan Maxamed ayaa Iska casiley xilkii uu hayay wasaarada... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:51,Baydhaba oo dadku ay kala ordayaan . Dagaal ma aha xal.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Degdeg: Dagaal toos ah oo hadda ka socda magaalada Baydhaba . Rasaas darandoori u dhaceysa ayaa magaalada laga maqlayaa waxaana shacabku inoo sheegeen in hub culus Sidoo kale la isku adeegsanayo. Weli waxaan faahfaahin laga heyn dagaalku inuu yahay mid u dhaxeya ciidamada taabacsan mucaaradka & kuwa maamulka Koofur Galbeed .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Askari ammaanka furtey oo taagan hala I xaliyo ama waa kugu taala . Halkan waa Bakaaraha.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Lafta Gareen oo hal Cabdibile dhigtey garoonka diyaaradaha & Dowlada oo dirtey Ciidanka Haramcad | Sh. Aadan Madoobe ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Degdeg: Lafta Gareen & Xasan Sheikh oo si isku mid ah shacabka Muqdisho & Baydhabo u go’doomiyay. Ma jirto diyaarad ka baxeysa Xamar & ka imaaneysa Baydhaba oo labada magaalo dulimaadkoodi waa la xirey.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Jubba Express oo fursad cusub idiin heysa . Eida ka faa'iideysta .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Tani ma aha riyo waa dhab . Walee Muqdisho waa tallaabsatey .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,In ka badan 6.5 milyan oo qof oo ku nool Soomaaliya ayaa wajahaya abaar ba’an.... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,"Dekeda Muqdisho oo lagu qabtey 10-Million oo dollar | Yaa lahaa lacagtaas , muxuuse yahay ninka la xirey ? Maxaa ka ji... Wax badan arag",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Jaale Qoorqoor goorma ayuu isna ka degaya Tareenka sii liicaya ee Xasan Sheikh ? Mise sheekadiisu waa mukulaal meeshay... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Kaamirada qarsoon oo duubtey askari nafta dhaafinaya qof shacab ah . Halkan waa Ceelqalow.,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,TIJAABI NASIIBKAAGA. ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,"Degdeg:- Nin bajaajle ah ayaa Hada 3 xabadood lagu dhuftey una dhintey . Mobile uu watey ayaa laga qaatey kadibna waxaa lagu amrey inuu u furo Bank & EVC markii uu diideyna waa toogteen. Waa Macalin Nuur , Dharkenlay . Caddeymaha Telegramka kala socda .",https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Dhacdo qatar ah:- Qofkii MW Xasan Sheikh mucaarada oo sida ninkan oo kale la yeelayo. Waa kuma Sarkaalka dhaliili jire... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Guddoomiye Muungaab oo maalmahaan diiradda saaray Ciid-siinta dadka baahiyaha gaarka ah qaba iyo Carruurta agoonta ah ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Laftagereen ki may daari maay kooye ley lélahaayey geeké Obsédey maay? ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Degdeg:- Xaafada cuney ee magaalada Baydhabo oo hada uu ku dhacay qorigan culus . Waxyeelada ka dhalatey ma cada .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Degdeg. Toos ayuu uga socda dagaalka Baydhabo. Waa sidan xaalada caawa .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Degdeg: Dagaal ayaa ka billoowdey magaalada Baydhaba . Ciidanka mucaaradka & kuwa koofur galbeed ayaa isku heysta magaalada waxaana xilligan socota rasaas culus .,https://www.facebook.com/MunasarMohamedAbd
4/8/2026 21:52,Garasbaaley & Deyniile hoobiyaaal ayaa laga ridey qaarna waa ku dhaceen. Dhanka xalane we Airportka waxbaa gaarey . ... Wax badan arag,https://www.facebook.com/MunasarMohamedAbd
